"address","city","state","zipcode","AUTO_UNIQUE_ID_2019-08-09_cegarza_zillow2","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType"
"1303 Sherwood Dr","Mission","TX","78572",277,"USCGeocoder",109.3568,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3953.72209903918","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2315847296414,-98.4158955093817,"Exact"
"1900 Alex Drive","Mission","TX","78572",278,"USCGeocoder",140.6278,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","781.453765034676","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1922784447464,-98.2989900903026,"Relaxed"
"1907 Polk St","Mission","TX","78572",279,"USCGeocoder",125.0201,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","464.535811424255","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2441843063061,-98.405600298525,"Relaxed"
"510 Castillos Y Diamantes St","Mission","TX","0",280,"USCGeocoder",718.7662,1,"4.1","","","11","CityCentroid","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","88211552.4836518","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","2",26.2032950563928,-98.3228200239933,"Relaxed;Soundex"
"29 Tulip St","Mission","TX","78572",281,"USCGeocoder",390.5691,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1351.4746548105","LinearInterpolationAddressRange","StreetSegment","98.9940828402367","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2415273441063,-98.4054512268239,"Relaxed"
"3404 Santa Monica","Mission","TX","78572",282,"USCGeocoder",312.3988,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","770.167590459685","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1691105029213,-98.3020703737204,"Relaxed"
"3303 San Fabian St","Mission","TX","78572",283,"USCGeocoder",390.6285,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","464.549255739897","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.161726029377,-98.2973541864909,"Relaxed"
"2110 W Griffin Pkwy","Palmview","TX","78572",284,"USCGeocoder",109.3716,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","6362.62361694995","LinearInterpolationAddressRange","StreetSegment","98.9940828402367","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2335657697309,-98.3510746270256,"Relaxed"
"2224 Colorado St","Mission","TX","78572",285,"USCGeocoder",93.7507,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","13945.2368994137","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1925880218581,-98.2918056487081,"Exact"
"66 Lampshire St # 66","Mission","TX","78572",286,"USCGeocoder",171.8692,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","8938.48379459931","LinearInterpolationAddressRange","StreetSegment","93.0769230769231","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2149295409141,-98.3776312151004,"Relaxed"
"6916 Pradera Ln","Palmview","TX","78572",287,"USCGeocoder",281.2563,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7499.15847857954","LinearInterpolationAddressRange","StreetSegment","98.9940828402367","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2501760344931,-98.3970612998414,"Relaxed"
"3707 Oriole Drive","Mission","TX","78572",288,"USCGeocoder",109.4052,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"4008 Mallard Dr","Mission","TX","78572",289,"USCGeocoder",93.7812,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3165.27217401459","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.189388942184,-98.3761662864955,"Exact"
"2503 Fairway Ct","Mission","TX","78572",290,"USCGeocoder",187.4993,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2075.06783260868","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2528465140179,-98.4129051826808,"Exact"
"2703 San Carlos Ct","Mission","TX","78572",291,"USCGeocoder",578.1255,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3914.34641080321","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1767796592621,-98.3017139204819,"Exact"
"110 Mercury St","Mission","TX","78572",292,"USCGeocoder",93.7245,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","451.353323496878","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2039315159125,-98.3040639381846,"Relaxed"
"6905 Lucero Ct","Palmview","TX","78572",293,"USCGeocoder",62.5101,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1114.90881241113","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2460363802544,-98.397883284758,"Relaxed"
"2113 Hole In One Dr","Mission","TX","78572",294,"USCGeocoder",46.8754,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"1814 Tyler St","Mission","TX","78572",295,"USCGeocoder",171.8726,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","464.502688840032","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.243624894534,-98.407550550361,"Relaxed"
"3804 Pelican Way","Mission","TX","78572",296,"USCGeocoder",140.6236,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"7604 Bogey Dr","Mission","TX","78572",297,"USCGeocoder",234.3784,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","272.790708251297","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.253395855855,-98.4116639567995,"Relaxed"
"2400 Double Eagle Dr","Mission","TX","78572",298,"USCGeocoder",249.9986,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3384.39155985008","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2510285396527,-98.4091549566742,"Exact"
"4009 Lark Dr","Mission","TX","78572",299,"USCGeocoder",156.2863,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5449.79602603309","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1887689706953,-98.3772666192082,"Exact"
"2005 Kingfisher Ln","Mission","TX","78572",300,"USCGeocoder",203.1549,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"1813 Mike Barrera St","Mission","TX","78572",301,"USCGeocoder",109.3527,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7570.11142652214","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2166332125077,-98.3951490223484,"Exact"
"2007 Blue Jay St","Palmview","TX","78572",302,"USCGeocoder",250.0228,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"3801 Mallard Dr","Mission","TX","78572",303,"USCGeocoder",156.2189,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7102.1225606245","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1889188202561,-98.373055037306,"Exact"
"3803 Mallard Dr","Mission","TX","78572",304,"USCGeocoder",125.0213,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7102.1225606245","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1890717354867,-98.3741095244314,"Exact"
"1905 E Bogey Dr","Mission","TX","78572",305,"USCGeocoder",46.7714,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3069.676882172","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2481935917235,-98.4114947683818,"Exact"
"2221 Osprey Ln","Mission","TX","78572",306,"USCGeocoder",124.9088,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1704.31744644116","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1887004265656,-98.3754365517811,"Exact"
"500 S Paseo Del Rey St","Mission","TX","0",307,"USCGeocoder",843.7738,1,"4.1","","","11","CityCentroid","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","88211552.4836518","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","2",26.2032950563928,-98.3228200239933,"Relaxed;Soundex"
"1809 Tyler St","Mission","TX","78572",308,"USCGeocoder",78.163,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","528.702954158187","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2431482440337,-98.4081180483453,"Relaxed"
"3701 Pelican Way","Mission","TX","78572",309,"USCGeocoder",78.1254,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","9705.20555555784","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1900503600623,-98.3765081676481,"Exact"
"1905 Selena St","Mission","TX","78572",310,"USCGeocoder",296.8826,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3767.30224755389","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2027764017087,-98.2959028664286,"Exact"
"2225 Osprey Ln","Mission","TX","78572",311,"USCGeocoder",312.4987,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1704.31744644116","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.188725172631,-98.3754320894068,"Exact"
"4017 Lark Dr","Mission","TX","78572",312,"USCGeocoder",31.2532,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5449.79602603309","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1887603154297,-98.3772013714843,"Exact"
"810 Hilda St","Mission","TX","78572",313,"USCGeocoder",78.1284,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3628.95077063143","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2262684482944,-98.3328193481064,"Exact"
"2821 Silver Oak Dr","Mission","TX","78572",314,"USCGeocoder",93.7455,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"2217 Bobolink Circle W Cir","Palmview","TX","78572",315,"USCGeocoder",78.8362,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"2010 Trevino Dr","Mission","TX","78572",316,"USCGeocoder",78.1237,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2753.24557381525","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2458747957847,-98.4098441899854,"Exact"
"2101 Green Gate Cir W","Palmview","TX","78572",317,"USCGeocoder",109.3478,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"3906 Lark Dr","Mission","TX","78572",318,"USCGeocoder",78.1181,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5449.79602603309","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.189064516121,-98.3780727708229,"Exact"
"607 Magnolia St","Palmview","TX","78572",319,"USCGeocoder",1109.3512,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"3700 Pelican Way","Mission","TX","78572",320,"USCGeocoder",390.6273,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"2219 Osprey Ln","Mission","TX","78572",321,"USCGeocoder",93.7624,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1704.31744644116","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1886880540693,-98.3754386865857,"Exact"
"4006 Lark Dr","Mission","TX","78572",322,"USCGeocoder",265.6214,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5449.79602603309","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1889500080492,-98.377258605096,"Exact"
"3505 Oriole Dr","Mission","TX","0",323,"USCGeocoder",1046.8833,1,"4.1","","","11","CityCentroid","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","88211552.4836518","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","2",26.2032950563928,-98.3228200239933,"Relaxed;Soundex"
"3908 Lark Dr","Mission","TX","78572",324,"USCGeocoder",187.4988,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5449.79602603309","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1890605608421,-98.3780568625539,"Exact"
"3904 Mallard Dr","Mission","TX","78572",325,"USCGeocoder",203.1239,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3165.27217401459","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1892979198583,-98.3754298140874,"Exact"
