Artist,Song,cluster id,confidence
charli xcx,break the rules - phantogram remix,44.0,0.9627892971038818
charlie puth,marvin gaye (feat. meghan trainor),,
charlotte oc,strange,,
chase coy,if the moon fell down (1st version),45.0,0.9692423343658448
chase coy,if the moon fell down,45.0,0.9692423343658448
cheap trick,hello there,,
cheap trick,surrender,,
cheap trick,gimme some truth,,
cheap trick,i want you to want me - live at nippon budokan tokyo jpn - april 1978,46.0,0.9627282619476318
cheap trick,i want you to want me - live,46.0,0.9627282619476318
chelsea lankes,down for whatever,,
chequerboard,opening the gates,,
cher lloyd,want u back,,
cher lloyd,i wish,,
cherub,doses mimosas,,
cheyenne marie mize,wishing well,,
chicago,25 or 6 to 4 - remastered,,
chicago,25 or 6 to 4 - 2002 remaster,,
chicago,youre the inspiration,,
chico rose,sad (feat. afrojack) - buzz low remix,,
chiddy bang,mind your manners (feat. icona pop),47.0,0.8401898145675659
chiddy bang,handclaps guitars,,
chiddy bang,ray charles,,
chiddy bang,nothing on we,,
chiddy bang,happening,,
chiddy bang,opposite of adults,,
chiddy bang,mind your manners - feat. icona pop,47.0,0.8401898145675659
childish gambino,me and your mama,,
childish gambino,bonfire,,
childish gambino,v. 3005,,
childish gambino,3005,,
childish gambino,iv. sweatpants,,
childish gambino,sober,,
childish gambino,3005 - friction remix,,
childish gambino,i. crawl,,
childish gambino,redbone,,
children of bodom,done with everything die for nothing,,
chinese man,ive got that tune,,
chloe flower,old town road,,
chocolate,mayonesa,,
chorus - hercules,zero to hero,,
chris brown,look at me now,,
chris wallace,remember when (push rewind),,
chris wallace,insecurities,,
chris wallace,keep me crazy,,
chris webby,do like me,,
christina aguilera,bound to you - burlesque original motion picture soundtrack,,
christina perri,jar of hearts,,
chromatics,im on fire,,
chronic future,time and time again,,
chuck berry,johnny b. goode,,
chuck berry,no particular place to go - single version,48.0,0.9694841504096984
chuck berry,route 66 - kazuyori,49.0,0.9589889645576476
chuck berry,roll over beethoven,50.0,0.9667301774024964
chuck berry,route 66,49.0,0.9589889645576476
chuck berry,you never can tell,,
chuck berry,roll over beethoven - single version,50.0,0.9667301774024964
chuck berry,no particular place to go,48.0,0.9694841504096984
chumbawamba,tubthumping,,
chunk no captain chunk,in friends we trust,,
ciara,one two step,,
cinderella,dont know what you got (till its gone),,
circa survive,the difference between medicine and poison is in the dose,,
circa survive,act appalled,,
city sleeps,ordinary high,,
city sleeps,be a man,,
city and colour,the girl,,
city and colour,of space and time,,
civil twilight,come as you are,,
claptone,the music got me,,
claptone,puppet theatre,,
claptone,she loves you,,
class actress,let me take you out,,
classified,thats what i do,,
clean bandit,real love,,
clean bandit,uk shanty,,
clean bandit,rather be (feat. jess glynne),,
clem leek,youre so very far away,,
clem leek,bless those tired eyes,,
clint mansell,an end once and for all,,
clock opera,once and for all,,
closure in moscow,we want guarantees not hunger pains,,
cobra starship,good girls go bad frank e remix feat. flo rida,,
cobra starship,you make me feel... (feat. sabi),51.0,0.8104056119918823
cobra starship,guilty pleasure,,
cobra starship,hot mess,,
cobra starship,you make me feel... - feat. sabi,51.0,0.8104056119918823
cocorosie,hopscotch,,
cocorosie,un beso,,
cody simpson,pretty brown eyes,,
coheed and cambria,welcome home,,
coheed and cambria,second stage turbine blade,,
coin,hannah,,
colbie caillat,if you love me let me go,,
colbie caillat,brighter than the sun,,
colbie caillat,fallin for you,,
cold,stupid girl,,
cold war kids,locker room talk (30 days 30 songs),,
cold war kids,go quietly,,
coldplay,hurts like heaven,,
coldplay,upup,,
coldplay,in my place,,
coldplay,miracles (someone special),,
coldplay,speed of sound,,
coldplay,hymn for the weekend - seeb remix,52.0,0.9692963957786559
coldplay,champion of the world,,
coldplay,shiver,,
coldplay,a l i e n s,,
coldplay,all i can think about is you,,
coldplay,hypnotised - ep mix,,
coldplay,something just like this - tokyo remix,,
coldplay,see you soon,,
coldplay,fix you,,
coldplay,daddy,,
coldplay,princess of china - radio edit,53.0,0.9676783680915833
coldplay,violet hill,,
coldplay,god put a smile upon your face,,
coldplay,hymn for the weekend,52.0,0.9692963957786559
coldplay,a sky full of stars,,
coldplay,princess of china,53.0,0.9676783680915833
cole karter,wild things,,
cole plante,before im yours,,
colleen green,pay attention,,
college,a real hero (feat. electric youth),,
collie buddz,light it up,,
commodores,easy,,
common,celebrate,,
common,be (intro),,
common,glory (from the motion picture selma),,
control,cumbia del sol,,
control machete,si senor,,
coolio,gangstas paradise,,
corey hart,sunglasses at night,,
corinne bailey rae,put your records on,,
cosmo jarvis,love this,,
cossbysweater,everythings coming up milhouse,,
count basie,shiny stockings,,
count basie,sleepwalkers serenade - 1994 remastered version,,
count basie,basie - straight ahead,,
count to four,i hope not,,
counting crows,accidentally in love,,
counting crows,scarecrow,,
counting crows,mr. jones,,
counting crows,god of ocean tides,,
coyote theory,its a trap,,
cradle of filth,her ghost in the fog,,
cream,sunshine of your love,,
creedence clearwater revival,fortunate son,,
creedence clearwater revival,bad moon rising,,
cris cab,shes so fly,,
cris velasco,prothean beacon,,
crossfade,the day the music died,,
crown the empire,the fallout,,
crystal castles,not in love,54.0,0.9601441621780396
crystal castles,not in love - radio version,54.0,0.9601441621780396
cults,abducted,,
culture club,do you really want to hurt me - 2002 - remaster,,
culture club,karma chameleon - remastered,55.0,0.9662874341011048
culture club,karma chameleon,55.0,0.9662874341011048
cupid,cupid shuffle,,
curtis mayfield,move on up - extended version,,
cut copy,take me over,,
cut copy,where im going,,
cute is what we aim for,moan,,
cute is what we aim for,hipbones and microphones,,
cute is what we aim for,the curse of curves,,
cute is what we aim for,risque,,
cute is what we aim for,theres a class for this,,
cute is what we aim for,navigate me,,
cutting crew,(i just) died in your arms,,
cymbals eat guitars,chambers,,
cyndi lauper,true colors,,
cyndi lauper,girls just want to have fun,,
cypress hill,insane in the brain,,
d.veloped,the childish games,,
d.veloped,idgafos,,
dj don mecca,bounce it over here,,
dj khaled,bitches bottles (lets get it started) - album version (edited),56.0,0.9701659679412842
dj khaled,bitches bottles (lets get it started),56.0,0.9701659679412842
dj khaled,for free,,
dj khaled,hold you down,,
dj khaled,all i do is win - feat. t-pain ludacris snoop dogg rick ross,,
dj snake,talk,,
dj snake,you know you like it,57.0,0.9280893206596376
dj snake alunageorge,you know you like it,57.0,0.9280893206596376
dmx,party up,,
dmx,where the hood at,,
dmx,rudolph the rednose reindeer,,
dmx,x gon give it to ya,,
dnce,cake by the ocean,,
dnce,toothbrush,,
dnce,jinx,,
daddy yankee,gasolina,,
daddy yankee,la rompe corazones,,
daddy yankee,rompe,,
daddy yankee,limbo,,
daft punk,get lucky (radio edit) feat. pharrell williams,,
daft punk,one more time,,
daft punk,get lucky (feat. pharrell williams nile rodgers) - radio edit,58.0,0.9561154839067229
daft punk,give life back to music,,
daft punk,get lucky (feat. pharrell williams),58.0,0.9561154839067229
daft punk,digital love,,
dallas string quartet,firework,,
damone,out here all night,,
damone,conquer me,,
dan balan,ma ya hi (dragostea din tei) - original mix,,
dan croll,from nowhere,,
danger radio,so far gone,,
danger radio,slow dance with a stranger,,
dangerflow,the crown,,
daniel felsenfeld,the cohen variations,,
daniel powter,bad day - (acoustic version) recorded for nrj,59.0,0.9289659888659004
daniel powter,bad day,,
daniel powter,bad day - acoustic version recorded for nrj,59.0,0.9431733471221616
daniel powter,bad day - acoustic version,59.0,0.947783022597814
daniela andrade,crazy in love,,
danko jones,i think bad thoughts,,
danny the juniors,at the hop,,
danny elfman,whats this - from tim burtons the nightmare before christmas/soundtrack,,
danzig,mother,,
darius rucker,homegrown honey,,
darkest hour,demon(s),,
darkest hour,doomsayer (the beginning of the end),,
darren korb,bynn the breaker,,
darren korb,apex beat,,
darren korb,dormant,,
darren korb,spike in a rail,,
dartmouth aires,remix to ignition,,
darude,sandstorm - radio edit,,
darwin deez,the mess she made,,
dashboard confessional,vindicated,,
dashboard confessional,stolen,,
dashboard confessional,hands down,,
dashboard confessional,belle of the boulevard,,
david bowie,fame - 1999 remastered version,60.0,0.9709184765815736
david bowie,suffragette city - 2012 - remaster,61.0,0.8895800494380215
david bowie,lets dance - 1999 remaster,62.0,0.7959001743601212
david bowie,suffragette city - 2012 remaster,61.0,0.953348990910891
david bowie,lets dance - 1999 digital remaster,,
david bowie,lets dance (single version) 2002 remastered version - single version 2002 digital remaster,63.0,0.8021974126076662
david bowie,suffragette city,61.0,0.9631835747987844
david bowie,lets dance - 2002 remaster,62.0,0.8025572005803545
david bowie,lets dance - single version2002 - remaster,63.0,0.6401636607344763
david bowie,lets dance - 2018 remaster,62.0,0.8025572005803545
david bowie,suffragette city - 2012 remastered version,61.0,0.8952847737671393
david bowie,fame - 1999 remaster,60.0,0.9709184765815736
david bowie,lets dance - 1999 remastered version,62.0,0.8187265619310651
david bowie,space oddity - 2019 mix,,
david bowie,lets dance (single version) 2002 remastered version,63.0,0.6978747310086117
david garrett,lose yourself,,
david guetta,memories - feat. kid cudi,64.0,0.7249282627040228
david guetta,make it to heaven (with raye),,
david guetta,dangerous (feat. sam martin),,
david guetta,hey mama (feat. nicki minaj bebe rexha afrojack) - afrojack remix,,
david guetta,titanium (feat. sia),,
david guetta,memories (feat. kid cudi),64.0,0.7761613981113373
david guetta,memories (feat. kid cudi) - feat. kid cudi,64.0,0.8372364965175246
david guetta nicky romero ft. calvin harris benny benassi,wild cinema (kap slap bootleg),,
david sides,viva la vida,,
david torn,bowling with margo,,
days difference,speakers,,
dead kennedys,holiday in cambodia,,
dead poetic,in coma,,
dead sara,weatherman,,
dead or alive,you spin me round (like a record),,
dean martin,aint that a kick in the head - remastered,65.0,0.5382025837898254
dean martin,aint that a kick in the head - from oceans 11,65.0,0.5382025837898254
dean martin,just in time - remastered/1998,,
death cab for cutie,the ghosts of beverly drive,,
death cab for cutie,black sun,,
death cab for cutie,expo 86,,
death cab for cutie,i will follow you into the dark,,
death cab for cutie,when we drive,,
death cab for cutie,transatlanticism,,
death cab for cutie,soul meets body,,
death cab for cutie,cath...,,
death cab for cutie,northern lights,,
death cab for cutie,you are a tourist,,
death cab for cutie,autumn love,,
death cab for cutie,summer years,,
death cab for cutie,near/far,,
death cab for cutie,60 punk,,
death cab for cutie,i will possess your heart,,
death cab for cutie,you moved away,,
death cab for cutie,i dreamt we spoke again,,
death cab for cutie,gold rush,,
death cab for cutie,title and registration,,
death cab for cutie,your hurricane,,
death of the cool,cant let go,,
deee-lite,groove is in the heart,,
deep purple,space truckin,66.0,0.9632036682490948
deep purple,highway star - live version,67.0,0.9620923998970732
deep purple,smoke on the water - live version,68.0,0.9671704165760172
deep purple,highway star - 1998 digital remaster,,
deep purple,smoke on the water,68.0,0.9671704165760172
deep purple,space truckin - 1998 digital remaster,,
deep purple,smoke on the water - 1998 digital remaster,,
deep purple,space truckin - live version,66.0,0.9632036682490948
deep purple,highway star,67.0,0.9620923998970732
def leppard,pour some sugar on me (2012),,
default,alone,,
deftones,change (in the house of flies) - in the house of flies lp version,,
del amitri,roll to me,,
delta spirit,people cmon,,
demi lovato,anyone,,
demi lovato,really dont care,,
demi lovato,body say,,
demi lovato,give your heart a break,,
demi lovato,sorry not sorry,,
deorro,perdoname (feat. dycy adrian delgado),69.0,0.9502379894256592
deorro,perdoname,69.0,0.9502379894256592
deorro,hit it,,
deorro,bailar - radio edit,,
deorro,five more hours - deorro x chris brown,,
depeche mode,enjoy the silence - 2006 - remaster,,
depeche mode,personal jesus - remastered version,,
depeche mode,enjoy the silence (original) - remastered version,,
depeche mode,personal jesus - original seven inch version,,
depeche mode,enjoy the silence - remastered version original,,
der dritte raum,swing bop - radio edit,,
dev,in the dark,,
devildriver,oath of the abyss,,
devildriver,sail,,
devildriver,clouds over california,,
devildriver,carings overkill,,
devildriver,tripping over tombstones,,
devo,uncontrollable urge,,
devo,(i cant get no) satisfaction,,
devo,whip it,,
dexter freebish,leaving town,,
dexys midnight runners,come on eileen,,
diana ross,upside down,,
diddy,victory (feat. the notorious b.i.g. busta rhymes),,
diddy - dirty money,coming home,,
dido,white flag,,
die warschauer sinfoniker,may it be - herr der ringe - lord of the rings,,
die warschauer sinfoniker,the riders of rohan - herr der ringe - lord of the rings,,
dillon francis,love in the middle of a firefight (feat. brendon urie),70.0,0.9704185724258424
dillon francis,love in the middle of a firefight,70.0,0.9704185724258424
dillon francis,when we were young,,
dinah washington,is you is or is you aint my baby - 2002 remastered version,,
dinosaur feathers,zeitgeist,,
dinosaur jr.,feel the pain - 2007 remastered version,,
dinosaur pile-up,arizona waiting,,
dinosaur pile-up,peninsula,,
dinosaurs on mars,im not going up in the experiment (feat. a-roc),,
dion,runaround sue,,
dion,the wanderer,,
dion,dream lover,,
dion the belmonts,a teenager in love,,
dire straits,sultans of swing,,
dirty honkers,ginger bread man,,
dirty projectors,the socialites - alunageorge remix,,
disclosure,latch (feat. sam smith),,
discovery,swing tree,,
disturbed,down with the sickness,,
disturbed,indestructible,,
disturbed,the sound of silence,,
disturbed,warrior,,
disturbed,stricken,,
disturbed,inside the fire,,
disturbing tha peace,move bitch,,
divided by friday,longer than forever,,
divided by friday,you fooled me,,
divided by friday,prove it,,
dixie chicks,sin wagon,,
dogwood,conscience in a cave - seismic album version,,
dolly parton,jolene,,
dolly parton,wildflowers - 2015 remaster,,
dolly parton,light of a clear blue morning,,
dolly parton,i will always love you,,
dolly parton,dumb blonde,,
dolly parton,randy,,
dolly parton,9 to 5,,
dolly parton,do i ever cross your mind - 2015 remaster remastered,,
